,relationship,first_name,second_name,co_bills,co_bills_status,co_bills_total
23149,Alfred CarrMark Chang,Alfred Carr,Mark Chang,[],[],0
23148,Alfred CarrDavid Vogt,Alfred Carr,David Vogt,[],[],0
23147,Alfred CarrMontgomery County Senators,Alfred Carr,Montgomery County Senators,[],[],0
23146,Alfred CarrTheodore Sophocleus,Alfred Carr,Theodore Sophocleus,[],[],0
23145,Alfred CarrHoward County Senators,Alfred Carr,Howard County Senators,[],[],0
18049,Howard County SenatorsJheanelle Wilkins,Howard County Senators,Jheanelle Wilkins,[],[],0
18051,Jheanelle WilkinsMontgomery County Senators,Jheanelle Wilkins,Montgomery County Senators,[],[],0
18053,Jheanelle WilkinsMark Chang,Jheanelle Wilkins,Mark Chang,[],[],0
23142,Alfred CarrCarlos Sanchez,Alfred Carr,Carlos Sanchez,[],[],0
18091,Carol KrimmMarvin Holmes,Carol Krimm,Marvin Holmes,[],[],0
18093,Charles BarkleyMarvin Holmes,Charles Barkley,Marvin Holmes,[],[],0
19254,Karen YoungMark Fisher,Karen Young,Mark Fisher,[],[],0
18140,Marvin HolmesWarren Miller,Marvin Holmes,Warren Miller,[],[],0
18146,Marvin HolmesRichard Impallaria,Marvin Holmes,Richard Impallaria,[],[],0
18145,Marvin HolmesSeth Howard,Marvin Holmes,Seth Howard,[],[],0
18144,John AstleMarvin Holmes,John Astle,Marvin Holmes,[],[],0
18143,Marvin HolmesRoger Manno,Marvin Holmes,Roger Manno,[],[],0
18142,Benjamin BrooksMarvin Holmes,Benjamin Brooks,Marvin Holmes,[],[],0
18141,Marvin HolmesWilliam Folden,Marvin Holmes,William Folden,[],[],0
18139,Marvin HolmesTony McConkey,Marvin Holmes,Tony McConkey,[],[],0
18131,Marvin HolmesNicholaus Kipke,Marvin Holmes,Nicholaus Kipke,[],[],0
18138,Antonio HayesMarvin Holmes,Antonio Hayes,Marvin Holmes,[],[],0
18137,Barbara RobinsonMarvin Holmes,Barbara Robinson,Marvin Holmes,[],[],0
18136,Kevin HornbergerMarvin Holmes,Kevin Hornberger,Marvin Holmes,[],[],0
18135,Marvin HolmesNed Carey,Marvin Holmes,Ned Carey,[],[],0
18134,Baltimore City DelegationMarvin Holmes,Baltimore City Delegation,Marvin Holmes,[],[],0
23111,Alfred CarrRoger Manno,Alfred Carr,Roger Manno,[],[],0
18147,Mark FisherMarvin Holmes,Mark Fisher,Marvin Holmes,[],[],0
23110,Alfred CarrBenjamin Brooks,Alfred Carr,Benjamin Brooks,[],[],0
18149,Marvin HolmesRobbyn Lewis,Marvin Holmes,Robbyn Lewis,[],[],0
18150,Marvin HolmesTony Knotts,Marvin Holmes,Tony Knotts,[],[],0
18151,Kathy SzeligaMarvin Holmes,Kathy Szeliga,Marvin Holmes,[],[],0
18152,Marvin HolmesNick Mosby,Marvin Holmes,Nick Mosby,[],[],0
18154,Johnny SallingMarvin Holmes,Johnny Salling,Marvin Holmes,[],[],0
18155,James BrochinMarvin Holmes,James Brochin,Marvin Holmes,[],[],0
18156,Marvin HolmesStephen Waugh,Marvin Holmes,Stephen Waugh,[],[],0
23108,Alfred CarrWarren Miller,Alfred Carr,Warren Miller,[],[],0
18158,Marvin HolmesWilliam Wivell,Marvin Holmes,William Wivell,[],[],0
18159,Marvin HolmesVictor Ramirez,Marvin Holmes,Victor Ramirez,[],[],0
18160,David MoonMarvin Holmes,David Moon,Marvin Holmes,[],[],0
23107,Alfred CarrTony McConkey,Alfred Carr,Tony McConkey,[],[],0
18162,J.B. JenningsMarvin Holmes,J.B. Jennings,Marvin Holmes,[],[],0
18163,Clarence LamMarvin Holmes,Clarence Lam,Marvin Holmes,[],[],0
18164,Bilal AliMarvin Holmes,Bilal Ali,Marvin Holmes,[],[],0
18132,Haven ShoemakerMarvin Holmes,Haven Shoemaker,Marvin Holmes,[],[],0
18130,Chris WestMarvin Holmes,Chris West,Marvin Holmes,[],[],0
18094,Elizabeth ProctorMarvin Holmes,Elizabeth Proctor,Marvin Holmes,[],[],0
18102,Marvin HolmesPrince George's County Delegation,Marvin Holmes,Prince George's County Delegation,[],[],0
23115,Alfred CarrMark Fisher,Alfred Carr,Mark Fisher,[],[],0
18110,Marvin HolmesUlysses Currie,Marvin Holmes,Ulysses Currie,[],[],0
18109,Cecil County SenatorsMarvin Holmes,Cecil County Senators,Marvin Holmes,[],[],0
18106,Marvin HolmesThe Speaker,Marvin Holmes,The Speaker,[],[],0
18105,Cheryl KaganMarvin Holmes,Cheryl Kagan,Marvin Holmes,[],[],0
18104,Kirill ReznikMarvin Holmes,Kirill Reznik,Marvin Holmes,[],[],0
18101,Frank TurnerMarvin Holmes,Frank Turner,Marvin Holmes,[],[],0
18129,Marvin HolmesTerri Hill,Marvin Holmes,Terri Hill,[],[],0
18100,Aruna MillerMarvin Holmes,Aruna Miller,Marvin Holmes,[],[],0
18099,Marvin HolmesSamuel Rosenberg,Marvin Holmes,Samuel Rosenberg,[],[],0
18098,Marvin HolmesMike Mckay,Marvin Holmes,Mike Mckay,[],[],0
23120,Alfred CarrNick Mosby,Alfred Carr,Nick Mosby,[],[],0
18096,Edward ReillyMarvin Holmes,Edward Reilly,Marvin Holmes,[],[],0
18095,Health and Government OperationsMarvin Holmes,Health and Government Operations,Marvin Holmes,[],[],0
23114,Alfred CarrRichard Impallaria,Alfred Carr,Richard Impallaria,[],[],0
18113,Marvin HolmesSusan Lee,Marvin Holmes,Susan Lee,[],[],0
18114,Marvin HolmesRonald Young,Marvin Holmes,Ronald Young,[],[],0
18115,Joanne BensonMarvin Holmes,Joanne Benson,Marvin Holmes,[],[],0
18116,Jeff WaldstreicherMarvin Holmes,Jeff Waldstreicher,Marvin Holmes,[],[],0
18117,Marvin HolmesPaul Pinsky,Marvin Holmes,Paul Pinsky,[],[],0
18118,Marvin HolmesTeresa Reilly,Marvin Holmes,Teresa Reilly,[],[],0
18119,Marice MoralesMarvin Holmes,Marice Morales,Marvin Holmes,[],[],0
23113,Alfred CarrSeth Howard,Alfred Carr,Seth Howard,[],[],0
18121,Marvin HolmesMichael Hough,Marvin Holmes,Michael Hough,[],[],0
18122,Marvin HolmesThomas Miller,Marvin Holmes,Thomas Miller,[],[],0
23112,Alfred CarrJohn Astle,Alfred Carr,John Astle,[],[],0
18124,Marvin HolmesWendell Beitzel,Marvin Holmes,Wendell Beitzel,[],[],0
18125,Jazz LewisMarvin Holmes,Jazz Lewis,Marvin Holmes,[],[],0
18126,Gail BatesMarvin Holmes,Gail Bates,Marvin Holmes,[],[],0
18127,Alfred CarrMarvin Holmes,Alfred Carr,Marvin Holmes,[],[],0
18128,Andrew SerafiniMarvin Holmes,Andrew Serafini,Marvin Holmes,[],[],0
18019,Jheanelle WilkinsMark Fisher,Jheanelle Wilkins,Mark Fisher,[],[],0
23166,Alfred CarrRobin Grammer,Alfred Carr,Robin Grammer,[],[],0
18016,Jheanelle WilkinsJohn Astle,Jheanelle Wilkins,John Astle,[],[],0
23238,Andrew SerafiniMichael Malone,Andrew Serafini,Michael Malone,[],[],0
23236,Andrew SerafiniWestern Maryland Delegation,Andrew Serafini,Western Maryland Delegation,[],[],0
17950,Jheanelle WilkinsJheanelle Wilkins,Jheanelle Wilkins,Jheanelle Wilkins,[],[],0
23237,Andrew SerafiniCarolyn Howard,Andrew Serafini,Carolyn Howard,[],[],0
17949,Baltimore City SenatorsJames Rosapepe,Baltimore City Senators,James Rosapepe,[],[],0
17948,Frank ConawayJames Rosapepe,Frank Conaway,James Rosapepe,[],[],0
17947,Bob FlanaganJames Rosapepe,Bob Flanagan,James Rosapepe,[],[],0
17946,Christian MieleJames Rosapepe,Christian Miele,James Rosapepe,[],[],0
17941,James RosapepeRobin Grammer,James Rosapepe,Robin Grammer,[],[],0
23239,Andrew SerafiniSusan McComas,Andrew Serafini,Susan McComas,[],[],0
23240,Andrew SerafiniKeith Haynes,Andrew Serafini,Keith Haynes,[],[],0
23241,Andrew SerafiniCory McCray,Andrew Serafini,Cory McCray,[],[],0
17945,Barbara FrushJames Rosapepe,Barbara Frush,James Rosapepe,[],[],0
17944,James RosapepeTawanna Gaines,James Rosapepe,Tawanna Gaines,[],[],0
17943,James RosapepeRic Metzgar,James Rosapepe,Ric Metzgar,[],[],0
17952,Jheanelle WilkinsStephen Hershey,Jheanelle Wilkins,Stephen Hershey,[],[],0
23235,Andrew SerafiniBob Long,Andrew Serafini,Bob Long,[],[],0
17953,Jheanelle WilkinsWilliam Smith,Jheanelle Wilkins,William Smith,[],[],0
17954,Brian FeldmanJheanelle Wilkins,Brian Feldman,Jheanelle Wilkins,[],[],0
23234,Andrew SerafiniJay Jalisi,Andrew Serafini,Jay Jalisi,[],[],0
23232,Andrew SerafiniWashington County Delegation,Andrew Serafini,Washington County Delegation,[],[],0
23231,Andrew SerafiniJohn Cluster,Andrew Serafini,John Cluster,[],[],0
23230,Andrew SerafiniShane Pendergrass,Andrew Serafini,Shane Pendergrass,[],[],0
23229,Andrew SerafiniDiana Fennell,Andrew Serafini,Diana Fennell,[],[],0
17958,Jheanelle WilkinsWayne Norman,Jheanelle Wilkins,Wayne Norman,[],[],0
17959,Bob CassillyJheanelle Wilkins,Bob Cassilly,Jheanelle Wilkins,[],[],0
23228,Andrew SerafiniMark Chang,Andrew Serafini,Mark Chang,[],[],0
23227,Andrew SerafiniDavid Vogt,Andrew Serafini,David Vogt,[],[],0
23226,Andrew SerafiniMontgomery County Senators,Andrew Serafini,Montgomery County Senators,[],[],0
23225,Andrew SerafiniTheodore Sophocleus,Andrew Serafini,Theodore Sophocleus,[],[],0
17962,Jheanelle WilkinsJustin Ready,Jheanelle Wilkins,Justin Ready,[],[],0
23224,Andrew SerafiniHoward County Senators,Andrew Serafini,Howard County Senators,[],[],0
17942,Glen GlassJames Rosapepe,Glen Glass,James Rosapepe,[],[],0
23242,Andrew SerafiniPatrick McDonough,Andrew Serafini,Patrick McDonough,[],[],0
18015,Jheanelle WilkinsRoger Manno,Jheanelle Wilkins,Roger Manno,[],[],0
17923,David VogtJames Rosapepe,David Vogt,James Rosapepe,[],[],0
17928,James RosapepeWashington County Delegation,James Rosapepe,Washington County Delegation,[],[],0
23251,Andrew SerafiniBob Flanagan,Andrew Serafini,Bob Flanagan,[],[],0
17927,James RosapepeJohn Cluster,James Rosapepe,John Cluster,[],[],0
17926,James RosapepeShane Pendergrass,James Rosapepe,Shane Pendergrass,[],[],0
17925,Diana FennellJames Rosapepe,Diana Fennell,James Rosapepe,[],[],0
17924,James RosapepeMark Chang,James Rosapepe,Mark Chang,[],[],0
23252,Andrew SerafiniFrank Conaway,Andrew Serafini,Frank Conaway,[],[],0
23243,Ana GutierrezAndrew Serafini,Ana Gutierrez,Andrew Serafini,[],[],0
17922,James RosapepeMontgomery County Senators,James Rosapepe,Montgomery County Senators,[],[],0
17921,James RosapepeTheodore Sophocleus,James Rosapepe,Theodore Sophocleus,[],[],0
23253,Andrew SerafiniBaltimore City Senators,Andrew Serafini,Baltimore City Senators,[],[],0
17920,Howard County SenatorsJames Rosapepe,Howard County Senators,James Rosapepe,[],[],0
17919,James RosapepeMary Washington,James Rosapepe,Mary Washington,[],[],0
17918,Angela AngelJames Rosapepe,Angela Angel,James Rosapepe,[],[],0
23250,Andrew SerafiniChristian Miele,Andrew Serafini,Christian Miele,[],[],0
17930,James RosapepeJay Jalisi,James Rosapepe,Jay Jalisi,[],[],0
17931,Bob LongJames Rosapepe,Bob Long,James Rosapepe,[],[],0
17932,James RosapepeWestern Maryland Delegation,James Rosapepe,Western Maryland Delegation,[],[],0
23249,Andrew SerafiniBarbara Frush,Andrew Serafini,Barbara Frush,[],[],0
17933,Carolyn HowardJames Rosapepe,Carolyn Howard,James Rosapepe,[],[],0
23248,Andrew SerafiniTawanna Gaines,Andrew Serafini,Tawanna Gaines,[],[],0
23247,Andrew SerafiniRic Metzgar,Andrew Serafini,Ric Metzgar,[],[],0
17934,James RosapepeMichael Malone,James Rosapepe,Michael Malone,[],[],0
23246,Andrew SerafiniGlen Glass,Andrew Serafini,Glen Glass,[],[],0
17935,James RosapepeSusan McComas,James Rosapepe,Susan McComas,[],[],0
17936,James RosapepeKeith Haynes,James Rosapepe,Keith Haynes,[],[],0
17937,Cory McCrayJames Rosapepe,Cory McCray,James Rosapepe,[],[],0
23245,Andrew SerafiniRobin Grammer,Andrew Serafini,Robin Grammer,[],[],0
23244,Andrew SerafiniCharles Muse,Andrew Serafini,Charles Muse,[],[],0
17938,James RosapepePatrick McDonough,James Rosapepe,Patrick McDonough,[],[],0
17939,Ana GutierrezJames Rosapepe,Ana Gutierrez,James Rosapepe,[],[],0
23223,Andrew SerafiniMary Washington,Andrew Serafini,Mary Washington,[],[],0
17963,Carol KrimmJheanelle Wilkins,Carol Krimm,Jheanelle Wilkins,[],[],0
23222,Andrew SerafiniAngela Angel,Andrew Serafini,Angela Angel,[],[],0
23190,Andrew SerafiniRoger Manno,Andrew Serafini,Roger Manno,[],[],0
18000,Andrew SerafiniJheanelle Wilkins,Andrew Serafini,Jheanelle Wilkins,[],[],0
23186,Andrew SerafiniTony McConkey,Andrew Serafini,Tony McConkey,[],[],0
23187,Andrew SerafiniWarren Miller,Andrew Serafini,Warren Miller,[],[],0
17998,Gail BatesJheanelle Wilkins,Gail Bates,Jheanelle Wilkins,[],[],0
23188,Andrew SerafiniWilliam Folden,Andrew Serafini,William Folden,[],[],0
23189,Andrew SerafiniBenjamin Brooks,Andrew Serafini,Benjamin Brooks,[],[],0
23192,Andrew SerafiniSeth Howard,Andrew Serafini,Seth Howard,[],[],0
23221,Andrew SerafiniCarlos Sanchez,Andrew Serafini,Carlos Sanchez,[],[],0
17994,Jheanelle WilkinsThomas Miller,Jheanelle Wilkins,Thomas Miller,[],[],0
17993,Jheanelle WilkinsMichael Hough,Jheanelle Wilkins,Michael Hough,[],[],0
23193,Andrew SerafiniRichard Impallaria,Andrew Serafini,Richard Impallaria,[],[],0
23194,Andrew SerafiniMark Fisher,Andrew Serafini,Mark Fisher,[],[],0
23195,Andrew SerafiniSid Saab,Andrew Serafini,Sid Saab,[],[],0
17989,Jheanelle WilkinsPaul Pinsky,Jheanelle Wilkins,Paul Pinsky,[],[],0
23185,Andrew SerafiniAntonio Hayes,Andrew Serafini,Antonio Hayes,[],[],0
23184,Andrew SerafiniBarbara Robinson,Andrew Serafini,Barbara Robinson,[],[],0
23183,Andrew SerafiniKevin Hornberger,Andrew Serafini,Kevin Hornberger,[],[],0
23182,Andrew SerafiniNed Carey,Andrew Serafini,Ned Carey,[],[],0
23181,Andrew SerafiniBaltimore City Delegation,Andrew Serafini,Baltimore City Delegation,[],[],0
18006,Baltimore City DelegationJheanelle Wilkins,Baltimore City Delegation,Jheanelle Wilkins,[],[],0
23180,Andrew SerafiniChristopher Adams,Andrew Serafini,Christopher Adams,[],[],0
18007,Jheanelle WilkinsNed Carey,Jheanelle Wilkins,Ned Carey,[],[],0
23179,Andrew SerafiniHaven Shoemaker,Andrew Serafini,Haven Shoemaker,[],[],0
18009,Barbara RobinsonJheanelle Wilkins,Barbara Robinson,Jheanelle Wilkins,[],[],0
23178,Andrew SerafiniNicholaus Kipke,Andrew Serafini,Nicholaus Kipke,[],[],0
18011,Jheanelle WilkinsTony McConkey,Jheanelle Wilkins,Tony McConkey,[],[],0
23177,Andrew SerafiniChris West,Andrew Serafini,Chris West,[],[],0
23176,Andrew SerafiniTerri Hill,Andrew Serafini,Terri Hill,[],[],0
23175,Andrew SerafiniAndrew Serafini,Andrew Serafini,Andrew Serafini,[],[],0
23174,Alfred CarrBaltimore City Senators,Alfred Carr,Baltimore City Senators,[],[],0
23173,Alfred CarrFrank Conaway,Alfred Carr,Frank Conaway,[],[],0
23196,Andrew SerafiniRobbyn Lewis,Andrew Serafini,Robbyn Lewis,[],[],0
23197,Andrew SerafiniTony Knotts,Andrew Serafini,Tony Knotts,[],[],0
17987,Jheanelle WilkinsJoanne Benson,Jheanelle Wilkins,Joanne Benson,[],[],0
23210,Andrew SerafiniClarence Lam,Andrew Serafini,Clarence Lam,[],[],0
23220,Andrew SerafiniDarryl Barnes,Andrew Serafini,Darryl Barnes,[],[],0
23219,Andrew SerafiniBarrie Ciliberti,Andrew Serafini,Barrie Ciliberti,[],[],0
23218,Andrew SerafiniApril Rose,Andrew Serafini,April Rose,[],[],0
17967,Health and Government OperationsJheanelle Wilkins,Health and Government Operations,Jheanelle Wilkins,[],[],0
17968,Edward ReillyJheanelle Wilkins,Edward Reilly,Jheanelle Wilkins,[],[],0
23217,Andrew SerafiniNathaniel Oaks,Andrew Serafini,Nathaniel Oaks,[],[],0
17970,Jheanelle WilkinsMike Mckay,Jheanelle Wilkins,Mike Mckay,[],[],0
23216,Andrew SerafiniShane Robinson,Andrew Serafini,Shane Robinson,[],[],0
23215,Andrew SerafiniNathaniel McFadden,Andrew Serafini,Nathaniel McFadden,[],[],0
23214,Andrew SerafiniAppropriations,Andrew Serafini,Appropriations,[],[],0
23213,Andrew SerafiniMary Carozza,Andrew Serafini,Mary Carozza,[],[],0
23212,Andrew CassillyAndrew Serafini,Andrew Cassilly,Andrew Serafini,[],[],0
17974,Jheanelle WilkinsPrince George's County Delegation,Jheanelle Wilkins,Prince George's County Delegation,[],[],0
23211,Andrew SerafiniBilal Ali,Andrew Serafini,Bilal Ali,[],[],0
23208,Andrew SerafiniNeil Parrott,Andrew Serafini,Neil Parrott,[],[],0
23198,Andrew SerafiniKathy Szeliga,Andrew Serafini,Kathy Szeliga,[],[],0
17977,Cheryl KaganJheanelle Wilkins,Cheryl Kagan,Jheanelle Wilkins,[],[],0
17978,Jheanelle WilkinsThe Speaker,Jheanelle Wilkins,The Speaker,[],[],0
23207,Andrew SerafiniDavid Moon,Andrew Serafini,David Moon,[],[],0
23206,Andrew SerafiniVictor Ramirez,Andrew Serafini,Victor Ramirez,[],[],0
17981,Cecil County SenatorsJheanelle Wilkins,Cecil County Senators,Jheanelle Wilkins,[],[],0
23205,Andrew SerafiniWilliam Wivell,Andrew Serafini,William Wivell,[],[],0
17982,Jheanelle WilkinsUlysses Currie,Jheanelle Wilkins,Ulysses Currie,[],[],0
17983,Jerry ClarkJheanelle Wilkins,Jerry Clark,Jheanelle Wilkins,[],[],0
23204,Andrew SerafiniEric Ebersole,Andrew Serafini,Eric Ebersole,[],[],0
23202,Andrew SerafiniJames Brochin,Andrew Serafini,James Brochin,[],[],0
17985,Jheanelle WilkinsSusan Lee,Jheanelle Wilkins,Susan Lee,[],[],0
23200,Andrew SerafiniDeb Rey,Andrew Serafini,Deb Rey,[],[],0
23199,Andrew SerafiniNick Mosby,Andrew Serafini,Nick Mosby,[],[],0
17986,Jheanelle WilkinsRonald Young,Jheanelle Wilkins,Ronald Young,[],[],0
18165,Andrew CassillyMarvin Holmes,Andrew Cassilly,Marvin Holmes,[],[],0
18166,Marvin HolmesMary Carozza,Marvin Holmes,Mary Carozza,[],[],0
18167,AppropriationsMarvin Holmes,Appropriations,Marvin Holmes,[],[],0
23027,Gail BatesTony McConkey,Gail Bates,Tony McConkey,[],[],0
18306,Montgomery County SenatorsStephen Hershey,Montgomery County Senators,Stephen Hershey,[],[],0
23024,Gail BatesKevin Hornberger,Gail Bates,Kevin Hornberger,[],[],0
18305,Stephen HersheyTheodore Sophocleus,Stephen Hershey,Theodore Sophocleus,[],[],0
18304,Howard County SenatorsStephen Hershey,Howard County Senators,Stephen Hershey,[],[],0
18303,Mary WashingtonStephen Hershey,Mary Washington,Stephen Hershey,[],[],0
23026,Antonio HayesGail Bates,Antonio Hayes,Gail Bates,[],[],0
18302,Angela AngelStephen Hershey,Angela Angel,Stephen Hershey,[],[],0
18296,Shane RobinsonStephen Hershey,Shane Robinson,Stephen Hershey,[],[],0
23028,Gail BatesWarren Miller,Gail Bates,Warren Miller,[],[],0
18301,Carlos SanchezStephen Hershey,Carlos Sanchez,Stephen Hershey,[],[],0
18300,Darryl BarnesStephen Hershey,Darryl Barnes,Stephen Hershey,[],[],0
23029,Gail BatesWilliam Folden,Gail Bates,William Folden,[],[],0
18299,Barrie CilibertiStephen Hershey,Barrie Ciliberti,Stephen Hershey,[],[],0
18298,April RoseStephen Hershey,April Rose,Stephen Hershey,[],[],0
18307,David VogtStephen Hershey,David Vogt,Stephen Hershey,[],[],0
18308,Mark ChangStephen Hershey,Mark Chang,Stephen Hershey,[],[],0
18309,Diana FennellStephen Hershey,Diana Fennell,Stephen Hershey,[],[],0
18310,Shane PendergrassStephen Hershey,Shane Pendergrass,Stephen Hershey,[],[],0
23023,Gail BatesNed Carey,Gail Bates,Ned Carey,[],[],0
18311,John ClusterStephen Hershey,John Cluster,Stephen Hershey,[],[],0
23022,Baltimore City DelegationGail Bates,Baltimore City Delegation,Gail Bates,[],[],0
18312,Stephen HersheyWashington County Delegation,Stephen Hershey,Washington County Delegation,[],[],0
23021,Christopher AdamsGail Bates,Christopher Adams,Gail Bates,[],[],0
18313,James DeGrangeStephen Hershey,James DeGrange,Stephen Hershey,[],[],0
23020,Gail BatesHaven Shoemaker,Gail Bates,Haven Shoemaker,[],[],0
18314,Jay JalisiStephen Hershey,Jay Jalisi,Stephen Hershey,[],[],0
18315,Bob LongStephen Hershey,Bob Long,Stephen Hershey,[],[],0
23019,Gail BatesNicholaus Kipke,Gail Bates,Nicholaus Kipke,[],[],0
18316,Stephen HersheyWestern Maryland Delegation,Stephen Hershey,Western Maryland Delegation,[],[],0
18317,Carolyn HowardStephen Hershey,Carolyn Howard,Stephen Hershey,[],[],0
23018,Chris WestGail Bates,Chris West,Gail Bates,[],[],0
18297,Nathaniel OaksStephen Hershey,Nathaniel Oaks,Stephen Hershey,[],[],0
23030,Benjamin BrooksGail Bates,Benjamin Brooks,Gail Bates,[],[],0
18276,Robbyn LewisStephen Hershey,Robbyn Lewis,Stephen Hershey,[],[],0
23046,Gail BatesWilliam Wivell,Gail Bates,William Wivell,[],[],0
18284,Eric EbersoleStephen Hershey,Eric Ebersole,Stephen Hershey,[],[],0
23040,Gail BatesNick Mosby,Gail Bates,Nick Mosby,[],[],0
23041,Deb ReyGail Bates,Deb Rey,Gail Bates,[],[],0
18282,James BrochinStephen Hershey,James Brochin,Stephen Hershey,[],[],0
23043,Gail BatesJames Brochin,Gail Bates,James Brochin,[],[],0
23045,Eric EbersoleGail Bates,Eric Ebersole,Gail Bates,[],[],0
23047,Gail BatesVictor Ramirez,Gail Bates,Victor Ramirez,[],[],0
18295,Nathaniel McFaddenStephen Hershey,Nathaniel McFadden,Stephen Hershey,[],[],0
18280,Deb ReyStephen Hershey,Deb Rey,Stephen Hershey,[],[],0
18279,Nick MosbyStephen Hershey,Nick Mosby,Stephen Hershey,[],[],0
18278,Kathy SzeligaStephen Hershey,Kathy Szeliga,Stephen Hershey,[],[],0
18277,Stephen HersheyTony Knotts,Stephen Hershey,Tony Knotts,[],[],0
23048,David MoonGail Bates,David Moon,Gail Bates,[],[],0
23049,Gail BatesNeil Parrott,Gail Bates,Neil Parrott,[],[],0
18285,Stephen HersheyWilliam Wivell,Stephen Hershey,William Wivell,[],[],0
23039,Gail BatesKathy Szeliga,Gail Bates,Kathy Szeliga,[],[],0
23038,Gail BatesTony Knotts,Gail Bates,Tony Knotts,[],[],0
18286,Stephen HersheyVictor Ramirez,Stephen Hershey,Victor Ramirez,[],[],0
18287,David MoonStephen Hershey,David Moon,Stephen Hershey,[],[],0
18288,Neil ParrottStephen Hershey,Neil Parrott,Stephen Hershey,[],[],0
23037,Gail BatesRobbyn Lewis,Gail Bates,Robbyn Lewis,[],[],0
23036,Gail BatesSid Saab,Gail Bates,Sid Saab,[],[],0
23035,Gail BatesMark Fisher,Gail Bates,Mark Fisher,[],[],0
18290,Clarence LamStephen Hershey,Clarence Lam,Stephen Hershey,[],[],0
18291,Bilal AliStephen Hershey,Bilal Ali,Stephen Hershey,[],[],0
23034,Gail BatesRichard Impallaria,Gail Bates,Richard Impallaria,[],[],0
18292,Andrew CassillyStephen Hershey,Andrew Cassilly,Stephen Hershey,[],[],0
18293,Mary CarozzaStephen Hershey,Mary Carozza,Stephen Hershey,[],[],0
23033,Gail BatesSeth Howard,Gail Bates,Seth Howard,[],[],0
23032,Gail BatesJohn Astle,Gail Bates,John Astle,[],[],0
18294,AppropriationsStephen Hershey,Appropriations,Stephen Hershey,[],[],0
23017,Gail BatesTerri Hill,Gail Bates,Terri Hill,[],[],0
18318,Michael MaloneStephen Hershey,Michael Malone,Stephen Hershey,[],[],0
23015,Alfred CarrGail Bates,Alfred Carr,Gail Bates,[],[],0
23004,Charles MuseJazz Lewis,Charles Muse,Jazz Lewis,[],[],0
18364,Jerry ClarkWilliam Smith,Jerry Clark,William Smith,[],[],0
23002,Jazz LewisPatrick McDonough,Jazz Lewis,Patrick McDonough,[],[],0
18362,Cecil County SenatorsWilliam Smith,Cecil County Senators,William Smith,[],[],0
18361,Joseph VallarioWilliam Smith,Joseph Vallario,William Smith,[],[],0
18360,James TarlauWilliam Smith,James Tarlau,William Smith,[],[],0
18359,The SpeakerWilliam Smith,The Speaker,William Smith,[],[],0
18357,Kirill ReznikWilliam Smith,Kirill Reznik,William Smith,[],[],0
18319,Stephen HersheySusan McComas,Stephen Hershey,Susan McComas,[],[],0
18356,Kathleen DumaisWilliam Smith,Kathleen Dumais,William Smith,[],[],0
18355,Prince George's County DelegationWilliam Smith,Prince George's County Delegation,William Smith,[],[],0
18354,Frank TurnerWilliam Smith,Frank Turner,William Smith,[],[],0
18353,Aruna MillerWilliam Smith,Aruna Miller,William Smith,[],[],0
18352,Samuel RosenbergWilliam Smith,Samuel Rosenberg,William Smith,[],[],0
18351,Mike MckayWilliam Smith,Mike Mckay,William Smith,[],[],0
18365,Charles SydnorWilliam Smith,Charles Sydnor,William Smith,[],[],0
23001,Cory McCrayJazz Lewis,Cory McCray,Jazz Lewis,[],[],0
22999,Jazz LewisSusan McComas,Jazz Lewis,Susan McComas,[],[],0
22998,Jazz LewisMichael Malone,Jazz Lewis,Michael Malone,[],[],0
18369,Jeff WaldstreicherWilliam Smith,Jeff Waldstreicher,William Smith,[],[],0
18371,Teresa ReillyWilliam Smith,Teresa Reilly,William Smith,[],[],0
18372,Marice MoralesWilliam Smith,Marice Morales,William Smith,[],[],0
18373,Pamela QueenWilliam Smith,Pamela Queen,William Smith,[],[],0
22996,Jazz LewisWestern Maryland Delegation,Jazz Lewis,Western Maryland Delegation,[],[],0
22995,Bob LongJazz Lewis,Bob Long,Jazz Lewis,[],[],0
18376,Matt MorganWilliam Smith,Matt Morgan,William Smith,[],[],0
18377,Wendell BeitzelWilliam Smith,Wendell Beitzel,William Smith,[],[],0
18378,Jazz LewisWilliam Smith,Jazz Lewis,William Smith,[],[],0
22994,Jay JalisiJazz Lewis,Jay Jalisi,Jazz Lewis,[],[],0
18380,Alfred CarrWilliam Smith,Alfred Carr,William Smith,[],[],0
22993,James DeGrangeJazz Lewis,James DeGrange,Jazz Lewis,[],[],0
18382,Terri HillWilliam Smith,Terri Hill,William Smith,[],[],0
18350,Herbert McMillanWilliam Smith,Herbert McMillan,William Smith,[],[],0
23005,Jazz LewisRobin Grammer,Jazz Lewis,Robin Grammer,[],[],0
18348,Health and Government OperationsWilliam Smith,Health and Government Operations,William Smith,[],[],0
18329,Barbara FrushStephen Hershey,Barbara Frush,Stephen Hershey,[],[],0
18320,Keith HaynesStephen Hershey,Keith Haynes,Stephen Hershey,[],[],0
23014,Gail BatesGail Bates,Gail Bates,Gail Bates,[],[],0
18321,Cory McCrayStephen Hershey,Cory McCray,Stephen Hershey,[],[],0
23013,Baltimore City SenatorsJazz Lewis,Baltimore City Senators,Jazz Lewis,[],[],0
23012,Frank ConawayJazz Lewis,Frank Conaway,Jazz Lewis,[],[],0
